time,open,high,low,close,tick_volume,spread,real_volume,date
737164800,1.537,1.5445,1.529,1.5338,2781.0,50,0.0,1993-05-12
737251200,1.5328,1.536,1.518,1.5225,2571.0,50,0.0,1993-05-13
737337600,1.5228000000000002,1.5415,1.52,1.5387,2711.0,50,0.0,1993-05-14
737596800,1.5365,1.546,1.5309,1.5355,2921.0,50,0.0,1993-05-17
737683200,1.535,1.538,1.5237,1.5365,2711.0,50,0.0,1993-05-18
737769600,1.535,1.5482,1.5328,1.5432,2261.0,50,0.0,1993-05-19
737856000,1.5425,1.5603,1.5383,1.5565,3001.0,50,0.0,1993-05-20
737942400,1.5548,1.5592,1.539,1.5425,2811.0,50,0.0,1993-05-21
738201600,1.54,1.545,1.5289,1.5365,2871.0,50,0.0,1993-05-24
738288000,1.5385,1.5470000000000002,1.5345,1.542,2151.0,50,0.0,1993-05-25
738374400,1.542,1.5505,1.541,1.5472,1381.0,50,0.0,1993-05-26
738460800,1.5453,1.565,1.5425,1.562,2831.0,50,0.0,1993-05-27
738547200,1.561,1.568,1.5535,1.5607,2871.0,50,0.0,1993-05-28
738806400,1.5605,1.563,1.556,1.561,1351.0,50,0.0,1993-05-31
738892800,1.5613,1.567,1.546,1.5555,3621.0,50,0.0,1993-06-01
738979200,1.5544,1.556,1.5364,1.54,2481.0,50,0.0,1993-06-02
739065600,1.5403,1.5501,1.537,1.5501,1641.0,50,0.0,1993-06-03
739152000,1.549,1.5505,1.506,1.5085,4851.0,50,0.0,1993-06-04
739411200,1.5063,1.5268000000000002,1.506,1.5268000000000002,2111.0,50,0.0,1993-06-07
739497600,1.5253,1.5265,1.5135,1.5205,2121.0,50,0.0,1993-06-08
739584000,1.5195,1.527,1.5069,1.5152,3591.0,50,0.0,1993-06-09
739670400,1.5137,1.5325,1.507,1.5305,3421.0,50,0.0,1993-06-10
739756800,1.5293,1.5405,1.5185,1.5215,3621.0,50,0.0,1993-06-11
740016000,1.519,1.533,1.519,1.5285,1851.0,50,0.0,1993-06-14
740102400,1.5275,1.5355,1.514,1.5165,3201.0,50,0.0,1993-06-15
740188800,1.5154999999999998,1.52,1.498,1.5062,3471.0,50,0.0,1993-06-16
740275200,1.5055,1.5187,1.4985,1.514,3191.0,50,0.0,1993-06-17
740361600,1.5142,1.517,1.492,1.4975,3331.0,50,0.0,1993-06-18
740620800,1.494,1.498,1.4799,1.4885,3071.0,50,0.0,1993-06-21
740707200,1.4883,1.4905,1.474,1.4778,2251.0,50,0.0,1993-06-22
740793600,1.478,1.481,1.467,1.4735,2351.0,50,0.0,1993-06-23
740880000,1.472,1.4761,1.4637,1.469,2181.0,50,0.0,1993-06-24
740966400,1.4683,1.4835,1.467,1.4762,2511.0,50,0.0,1993-06-25
741225600,1.4785,1.4975,1.475,1.4959,2761.0,50,0.0,1993-06-28
741312000,1.4954,1.5154999999999998,1.4894,1.5123,3531.0,50,0.0,1993-06-29
741398400,1.512,1.5135,1.4885,1.4908,2881.0,50,0.0,1993-06-30
741484800,1.4898,1.5175,1.4867,1.515,3641.0,50,0.0,1993-07-01
741571200,1.515,1.5255,1.5055,1.507,3201.0,50,0.0,1993-07-02
741830400,1.508,1.5145,1.5045,1.5105,1751.0,50,0.0,1993-07-05
741916800,1.5095,1.513,1.5015,1.504,1751.0,50,0.0,1993-07-06
742003200,1.503,1.5077,1.49,1.4955,2791.0,50,0.0,1993-07-07
742089600,1.4942,1.4995,1.489,1.497,1821.0,50,0.0,1993-07-08
742176000,1.495,1.499,1.4765,1.48,3001.0,50,0.0,1993-07-09
742435200,1.484,1.4875,1.472,1.479,2601.0,50,0.0,1993-07-12
742521600,1.478,1.4995,1.4735,1.497,3301.0,50,0.0,1993-07-13
742608000,1.4978,1.5052,1.4885,1.5025,2871.0,50,0.0,1993-07-14
742694400,1.5025,1.5034999999999998,1.4845,1.489,2451.0,50,0.0,1993-07-15
742780800,1.4905,1.4915,1.474,1.486,3051.0,50,0.0,1993-07-16
743040000,1.4845,1.5018,1.483,1.4995,2261.0,50,0.0,1993-07-19
743126400,1.4975,1.514,1.4955,1.5122,2231.0,50,0.0,1993-07-20
